material_type,lathe_efficiency,machine_hours,energy_consumption,temperature,humidity,machine_type,operational_settings,wastage,certifications,safety_incidents,recycling_rate,first_pass_yield,downtime_duration,tool_maintenance_frequency,scrap_handling_efficiency,rd_investment,packaging_waste,lifecycle_analysis,renewable_energy,surface_emissions,return_rate,painting_emissions,heating_energy,inventory_turnover,distance_to_suppliers,carbon_capture_efficiency,secondary_process_emissions,worker_experience,tool_wear_level,supplier_reliability,on_time_delivery_rate,training_hours,factory_age,environmental_fines,automation_ratio,water_usage,scrap_rate,energy_source,shift_timing,transport_emissions,machines_in_operation,turnover_rate,compressor_efficiency,ventilation_usage,inspection_accuracy,noise_level,num_shifts,maintenance_downtime,customer_complaints,cooling_energy,labor_hours_per_unit,material_defect_rate,production_volume,cycle_time,calibration_frequency,startup_emissions,factory_location,operator_skill,renewable_energy_utilization,machine_age,supply_chain_emissions,water_reuse_rate,product_weight,batch_size,supply_chain_complexity,num_suppliers,inspection_frequency,training_costs,process_variability,packaging_material,hazardous_waste,line_speed,smart_sensor_usage,cooling_water_temp,workstation_count,logistics_emissions,lean_practices_frequency,power_outage_frequency,labor_costs,supplier_proximity,govt_subsidy_access,regulatory_inspections,scrap_reuse_rate,generator_fuel_consumption,skilled_labor_availability,component_type,raw_material_cost,pollution_control,quality_audit_frequency,local_transport_emissions,worker_wage,sustainability_awareness,CO2_emissions
Steel,0.794465053,5.767933666,111.2419131,20.46945054,50.56047861,Milling_A,Setting_2,0.047735627,ISO_14001,Major,0.620069011,0.957133714,1.203927495,4.182653117,0.758538503,0.087603731,6.513740104,Advanced,0.813030651,0.993813335,0.033303241,1.684400252,20.41477277,16.33000912,78.06050999,0.342218303,8.03986235,Intermediate,13.23534079,0.954197805,0.540098695,23.45161984,49.57499124,30540.38045,0.10892537,7.332257512,0.135052226,Solar,Night,0.060175968,6,0.155975092,0.629467224,16.46291026,0.985184853,96.9536254,3,0.336304338,3,70.28672796,1.338761263,0.054466013,456.7848625,13.53015708,11.76539567,9.774568862,Suburban,High,0.845295723,19.41581204,39.78175623,0.902483837,4.711464635,459,Simple,17,10.55542358,4693.861007,0.058491019,Metal,2.593368712,3.950832071,High,11.26605727,90,38.31435429,0.727761423,5.401085452,419.2891395,36.12844046,Partial,5.252296463,0.024081473,14.38622454,Moderate,Brake Systems,132.5102259,None,1.555105012,4.01525312,741.5080808,None,922.6013223
Plastic,0.773487013,13.63331683,92.1054139,30.07286143,55.81095611,Lathe_B,Setting_1,0.17586534,None,None,0.896283333,0.995899346,1.130879448,7.337957264,0.820933127,0.084011018,3.511099539,Advanced,0.863884463,4.693740924,0.010713959,1.302118765,35.31317315,6.715245037,38.79562404,0.164966084,7.552809825,Intermediate,68.46562952,0.927214101,0.599797185,25.06060495,22.84455167,28924.51586,0.884761894,3.692554542,0.121458641,Grid Electricity,Day,0.013153782,20,0.008637329,0.673415111,11.78565416,0.908573915,62.46220034,1,1.857303763,2,87.90821145,0.221434294,0.060068989,385.9268384,142.76279,10.92785097,4.071726509,Urban,Medium,0.80697766,4.673490963,33.49254831,0.010144361,10.57595201,142,Complex,16,10.42782199,1915.267751,0.01945572,Cardboard,1.176395492,2.207076556,Medium,23.27385415,22,46.38159831,0.861775314,5.720167393,338.7039045,486.0591869,Yes,0.527627657,0.334356845,2.797747194,Low,Electrical,50.14715608,Basic,1.404900483,4.972173691,435.5173837,None,792.4770539
Steel,0.726028206,8.223072312,138.0187099,31.5285183,56.91143542,CNC_1,Setting_3,0.007681966,ISO_14001,Major,0.396541196,0.945663694,0.15937632,10.22407298,0.800699261,0.087130621,9.787548355,Basic,0.30687974,4.079890805,0.044297726,1.488986492,20.01744061,18.04376601,230.3859009,0.312746491,0.005190029,Intermediate,96.28223883,0.9022445,0.870878691,35.15008047,26.25468418,9967.576846,0.507078256,3.302776907,0.115976274,Solar,Day,0.08332098,10,0.25843546,0.685532113,9.826850763,0.955019452,95.64012061,2,0.768418675,1,42.32050976,1.773335518,0.026539021,66.22399088,196.3402547,9.90936709,1.259845199,Urban,High,0.183227283,15.83863498,38.14798554,0.491488781,5.596587294,148,Simple,13,24.54811975,4380.569919,0.0108977,Plastic,2.02984783,3.686968022,High,13.05567708,71,88.184281,0.030743337,1.508210184,731.8966975,399.313826,Partial,11.4291384,0.071918304,5.394285841,Low,Chassis,153.1669155,None,3.760913648,3.448426602,367.1657287,None,1151.478563
Steel,0.785141412,15.52096617,111.3113234,24.56162342,66.033214,CNC_1,Setting_3,0.110558183,ISO_14001,Minor,0.435191662,0.922183164,1.899551172,7.218441711,0.887086068,0.065853285,4.974730461,Advanced,0.179452933,4.498741285,0.047109587,1.41869981,42.23930689,17.44574158,282.4739626,0.078338679,6.520716483,Intermediate,96.94769607,0.980252453,0.934599565,43.99732958,41.6932659,152.2637472,0.882888784,3.573746866,0.144320794,Hydro,Night,0.050558055,45,0.177517566,0.691447858,12.80376852,0.95016395,98.40183275,3,0.23139046,2,90.77353033,0.749659536,0.090243928,129.9687479,90.22387801,2.386265003,0.451965914,Rural,Low,0.757233911,14.01333547,27.06862603,0.642067115,34.99401473,264,Complex,15,21.02831463,4950.013675,0.096617178,None,1.509066563,4.504597704,Low,16.67387965,80,88.44157949,0.964162891,1.994426687,576.0936368,233.8263699,Partial,2.77073955,0.479844111,3.009254236,Moderate,Electrical,165.8712245,Basic,1.617866311,4.426454884,545.2352574,Low,1052.905467
Steel,0.716600851,6.082749696,78.02571645,28.11352064,68.48076325,Lathe_B,Setting_1,0.184976556,ISO_14001,None,0.721985602,0.874795114,0.879270266,11.27081496,0.765850518,0.02642452,7.146040304,Advanced,0.084363194,0.195403085,0.036686018,0.266662452,46.9026949,7.122495223,252.2102368,0.758842899,2.169544357,Intermediate,49.95212157,0.915750248,0.904281212,25.4734288,6.712276747,11982.53737,0.389562155,3.086644293,0.140801297,Wind,Night,0.087247512,47,0.275773814,0.84926447,17.76442993,0.945643547,63.29646675,1,1.284753959,0,34.50684623,1.987068667,0.011776152,400.1401714,49.19888912,7.605118795,5.236002728,Rural,High,0.226195803,14.44378135,15.8635808,0.566958888,16.57604386,181,Complex,8,28.08996322,2983.704636,0.059934139,Plastic,4.869804505,0.523204086,High,22.71525756,22,71.62607948,0.63559029,5.707521159,244.819301,198.5676988,Partial,0.32276959,0.027934332,10.95759593,Moderate,Electrical,187.4401832,None,3.261657117,2.982541456,490.5969103,None,787.4428709
Aluminum,0.764504483,10.62599792,85.26095755,22.17273718,58.8842762,CNC_1,Setting_1,0.037915381,ISO_9001,Minor,0.559513666,0.961818528,1.52166865,1.950612082,0.937952488,0.095828861,9.840154355,Basic,0.541176085,1.375130745,0.004671472,1.375199758,34.03579947,17.13688666,406.6615113,0.376918477,1.07389973,Expert,27.1132775,0.95170147,0.87304099,39.66339777,49.17020962,32388.89989,0.586963462,5.757205241,0.095983812,Wind,Day,0.021471208,17,0.177782297,0.600536806,10.42173713,0.941661002,66.69272759,1,0.655360115,2,46.77733096,0.509601196,0.095884203,992.5731371,159.5282089,9.298303556,7.921873509,Suburban,Medium,0.428869879,10.64215886,32.67349962,0.426190738,31.1877368,453,Moderate,5,14.88953528,174.9445001,0.018180299,Cardboard,3.181438654,0.71447238,Medium,14.90129721,33,94.02929602,0.196236228,2.104893171,227.8229029,437.2147886,Partial,11.67090241,0.263723725,15.33358016,High,Suspension,132.8315993,Advanced,1.676176305,3.700122738,738.2796576,High,907.9842959
Aluminum,0.746506917,15.20848577,71.5330999,25.05199645,64.5073469,CNC_1,Setting_2,0.021459061,ISO_9001,Major,0.829856141,0.983844354,1.184650337,11.97573424,0.991482751,0.037649721,4.757148815,Basic,0.368068688,1.633160402,0.037803151,0.498367539,23.52983491,5.967560689,67.26409867,0.917748292,5.735551353,Beginner,40.90952038,0.928949395,0.54083605,27.3260535,23.74931826,33870.0953,0.236505214,8.954397301,0.030632227,Solar,Evening,0.058280327,3,0.126911186,0.782861836,11.55198095,0.950634882,55.40635616,3,1.309608818,4,97.79436369,1.911457102,0.014882639,187.8779838,70.29902243,5.438100453,0.191524857,Suburban,Low,0.995039832,11.3114135,47.65925533,0.081624866,32.72862902,355,Moderate,14,9.545254072,1957.656496,0.099694231,Metal,4.532500356,2.047211079,Low,27.16455628,53,1.660106014,0.658063179,3.476585955,840.3303848,102.4310984,Yes,5.65313297,0.373412143,13.84523558,Moderate,Suspension,178.3852709,Moderate,1.638806292,4.079942773,639.7032685,None,694.64322
Steel,0.916146127,6.302685126,111.5982172,34.43651282,51.42634,CNC_1,Setting_3,0.119888095,ISO_9001,Major,0.122282584,0.916395177,1.323130442,10.31283895,0.636383624,0.051994809,4.831534784,None,0.805907318,3.796656189,0.036516321,1.043063631,22.56993997,17.75732125,197.5455583,0.097734509,2.718547441,Intermediate,95.32459849,0.838317629,0.873754917,17.93132154,16.4594509,16694.74897,0.978700809,5.613845743,0.004363633,Solar,Night,0.038913566,12,0.029206106,0.75281789,13.65752982,0.938216292,62.08816882,2,1.88952883,1,40.17360233,1.552019559,0.080900824,431.0371776,155.0490499,4.275918025,6.326124959,Rural,Medium,0.617199865,7.646912398,26.1773917,0.00162927,4.071464497,120,Moderate,9,19.93202206,1217.07267,0.061601763,Plastic,0.598103632,3.574841804,Low,25.47485056,86,71.18241304,0.480055452,1.284061383,432.3985679,37.40260904,Partial,3.940935633,0.435591905,13.39307667,High,Brake Systems,72.83705786,Advanced,1.235319951,0.509836304,642.0728288,Moderate,980.4299957
Plastic,0.714332283,12.51675699,101.7597439,34.28983726,61.09938051,CNC_1,Setting_3,0.04467603,None,Minor,0.711752769,0.923971481,1.674180412,7.188673234,0.584446617,0.053592437,6.112517203,None,0.545479951,2.489318752,0.027875459,0.875262694,44.09731171,11.69595706,375.0244785,0.065279332,2.775903286,Beginner,89.51437516,0.983288739,0.56982715,13.15466223,12.97094934,9681.084629,0.044615218,0.994805915,0.194121497,Wind,Night,0.022019361,6,0.171723617,0.74621637,1.912733504,0.912111615,67.44714404,3,1.679107404,0,80.37092768,0.558788455,0.056861105,595.5795491,195.5216278,11.29966194,7.939710448,Urban,High,0.863216894,13.52706509,23.6620284,0.187383838,6.254416931,64,Complex,3,4.836093381,4361.52018,0.054704587,Metal,4.050347276,2.619339783,Medium,17.45794016,74,0.344438048,0.663221669,8.480514657,775.7494351,331.8961381,Yes,2.425698296,0.043677359,1.239737459,Moderate,Chassis,70.43701742,Moderate,1.488782467,4.232473682,791.4785523,None,939.4625703
Steel,0.739685561,4.321448117,80.14809403,29.23825073,50.23356873,Milling_A,Setting_3,0.049656403,ISO_9001,Major,0.066587039,0.918092449,0.120563119,11.18946736,0.515415764,0.056721628,8.242480283,Basic,0.700152377,4.791718075,0.001147582,1.557055329,34.91849138,11.26128835,468.3900125,0.113346476,6.724172927,Expert,86.20129343,0.908676479,0.865898063,35.03890651,6.569152298,16829.93631,0.857272849,3.083981031,0.005848353,Solar,Day,0.07154341,49,0.133594063,0.83864676,14.47523865,0.928871069,87.62572819,1,1.345152276,0,77.77391234,0.299349606,0.058497116,877.2601526,69.49518197,9.970108077,9.8500204,Suburban,Low,0.628367127,2.061605647,9.09323954,0.845384252,47.62840783,392,Simple,3,29.93438449,1017.72149,0.054657485,Cardboard,2.350502325,2.30636395,High,21.57637885,43,33.66220256,0.291088143,1.063649842,472.0896026,282.9942315,No,6.996842805,0.145575894,2.489483533,High,Chassis,199.1115628,Advanced,1.443474998,4.169392715,360.5132699,None,872.5560528
Plastic,0.800841669,5.575774163,81.18053145,26.42444224,65.55444433,CNC_1,Setting_3,0.05222766,ISO_9001,Minor,0.474558958,0.88254671,1.418909878,2.674304217,0.776612887,0.035031272,3.884253134,None,0.612683684,2.573226541,0.010453223,0.225661077,44.84665076,17.22292643,417.6089552,0.937700056,7.915436793,Intermediate,46.86142443,0.897959602,0.885853226,22.68659566,33.24754677,41181.25039,0.787705347,3.167782129,0.111320257,Grid Electricity,Night,0.020059844,9,0.139816923,0.633007188,21.80218479,0.993983883,84.60678723,1,0.64513235,2,98.87808446,1.240825495,0.071604592,76.96376495,151.1461134,5.831629901,1.81517955,Urban,High,0.581571689,7.853799364,15.74936236,0.571839526,8.85019152,194,Complex,10,9.70715245,4415.977781,0.066691016,None,2.726664156,3.183632775,Medium,24.38669948,44,16.21079846,0.608351317,6.197360893,774.1402901,381.3182234,Partial,3.824690404,0.121513142,5.916084161,High,Chassis,192.6861068,Moderate,2.48381033,3.13426893,414.7300439,Low,854.1080666
Steel,0.745276761,15.58109346,70.48924346,22.73413232,65.48877238,Lathe_B,Setting_1,0.023620844,ISO_14001,None,0.646931813,0.984007513,1.916677294,2.080583947,0.629340933,0.097107279,1.167854557,Advanced,0.757435399,1.531831224,0.001323041,1.89670519,40.07414731,17.23875291,196.9662812,0.709788997,6.501647981,Expert,56.50804463,0.838665469,0.879461809,30.47547455,20.56048644,8432.894975,0.409794428,7.540907345,0.197815018,Solar,Night,0.016029129,45,0.071712145,0.744016175,1.783078381,0.90623289,84.78226724,3,0.904845571,4,20.92465127,0.855079812,0.057155621,682.3998031,36.92177394,5.059003607,3.29003141,Urban,Low,0.329207574,14.46169613,37.43791602,0.44539928,18.89214952,336,Moderate,12,15.55139878,4459.849252,0.075985596,None,0.403167919,4.264450674,Medium,22.79880626,74,36.53518272,0.506047886,0.380513518,824.1313854,297.9793614,Partial,1.860315298,0.068459609,7.937124927,Moderate,Brake Systems,85.19314467,None,2.122940836,2.801620428,315.4204965,High,716.3058724
Aluminum,0.846941124,14.11861085,118.5382285,30.66923804,60.96420662,CNC_1,Setting_1,0.023747274,ISO_9001,None,0.09469986,0.897713609,1.300618726,11.2065143,0.689127971,0.023152444,1.508086044,Advanced,0.516495611,2.935137243,0.043749281,1.208412131,35.81300252,15.88774093,221.4222274,0.705413071,6.128325473,Intermediate,98.00115752,0.992202154,0.862063912,17.91032709,3.567681645,35185.95638,0.787636727,8.594187236,0.029940234,Solar,Day,0.084886713,4,0.27241012,0.736011762,23.67572753,0.978949821,96.20404622,1,0.816471413,2,68.70363512,1.221483035,0.008823593,95.06679871,99.31412514,1.896272418,5.15067364,Suburban,Low,0.242884034,7.313467338,13.41302608,0.098300211,14.99219184,33,Simple,13,9.976298953,2687.472961,0.010010009,Plastic,0.904019476,0.815153148,High,12.39849632,67,32.74166768,0.942836218,0.638056041,435.6931075,489.4058385,No,2.241134847,0.355569665,6.024672084,Moderate,Chassis,199.5915877,Basic,1.730095202,1.88773004,514.0800729,Moderate,951.6954901
Steel,0.833224604,12.23662672,137.245262,25.65364536,50.41609449,Lathe_A,Setting_2,0.005425235,ISO_9001,Major,0.519209876,0.994534804,0.91495478,3.503272667,0.544178075,0.036733282,6.549846251,Advanced,0.184325894,2.736819834,0.021510919,1.08650928,10.70038066,5.960390512,158.0415542,0.389297351,7.772188395,Beginner,85.91225981,0.806867441,0.543438864,28.84807226,34.15731878,16837.60941,0.37255041,1.511101639,0.055434752,Solar,Day,0.055977824,43,0.029174097,0.743339079,1.262232262,0.976277813,60.97285606,3,1.776496458,3,12.41427017,1.844233431,0.008297903,502.27136,21.69660655,4.0944332,8.873989141,Suburban,Medium,0.0030385,18.36487339,30.25484903,0.066753021,34.12728404,250,Moderate,8,22.30792796,4752.930833,0.047341703,Cardboard,1.140787664,4.53150209,Low,28.73940961,58,46.72099418,0.994900581,8.589380239,683.7727826,472.6466393,Yes,5.279074755,0.038166017,12.43054451,Low,Brake Systems,74.17263478,Moderate,2.16392803,0.935177898,608.1019469,Moderate,1065.669453
Composite,0.891500825,9.032623673,116.781625,34.59857544,51.06916555,Lathe_B,Setting_1,0.000584181,ISO_14001,Major,0.346350043,0.865338566,1.25680522,6.572688784,0.858424291,0.061082216,7.004909351,Advanced,0.867556398,1.653552088,0.041409751,1.493110746,49.5822525,18.28583529,138.3192311,0.721041891,1.604906215,Beginner,4.769643669,0.835036005,0.740090116,16.50591968,17.54351711,7594.258883,0.429714467,3.928642882,0.045778283,Hydro,Day,0.091366305,48,0.178877291,0.622982578,3.146543157,0.918472915,86.79631183,1,0.820909625,2,26.50099289,0.689789701,0.096746891,296.6723913,183.4356825,8.004411507,5.101177522,Suburban,High,0.084104262,19.91488979,2.834501785,0.049888952,27.05494651,292,Complex,19,10.31347666,4684.975809,0.050197597,Cardboard,1.811847617,2.320979159,Medium,26.17503247,57,59.8128043,0.594299139,3.527742692,802.1975648,267.2403472,Partial,2.907075382,0.065104606,1.702788434,Moderate,Electrical,150.3279574,None,3.414589043,3.657612973,374.8490319,None,920.4636813
Plastic,0.849944136,10.4468453,99.58438403,26.05336136,66.71085247,CNC_1,Setting_1,0.003405214,ISO_14001,Major,0.526376411,0.92080848,0.334060951,1.30338457,0.736734957,0.067128755,9.578884145,Basic,0.864675119,4.337020503,0.009219922,1.3429318,38.71538105,5.26639085,220.8932456,0.390471765,5.525725653,Beginner,10.15497901,0.802137155,0.56273582,30.81321577,39.75518829,21619.21711,0.035848049,5.866647894,0.046571655,Solar,Evening,0.084969338,25,0.147208286,0.88353019,7.108729209,0.903152523,89.27292877,3,0.660314239,3,47.54694706,0.679376488,0.049980954,214.4499315,145.4289314,9.168941309,2.57071709,Suburban,High,0.759353538,6.574796819,44.66112834,0.5763722,49.07076087,183,Moderate,2,15.59893558,4344.799868,0.068538607,Metal,4.442638205,1.637025808,Medium,13.94693447,10,18.83549622,0.226190448,7.225161768,303.3805651,14.52183856,No,10.25793917,0.199280329,6.977062901,High,Suspension,74.50060871,Advanced,1.948254131,1.51587556,305.7478496,Low,869.094256
Aluminum,0.758669052,6.455366682,117.4045635,23.43519214,49.05507258,Lathe_A,Setting_3,0.013411185,ISO_14001,Major,0.615267106,0.945897676,0.197366732,6.280136911,0.720609474,0.078505496,9.010379621,None,0.897618045,3.599640534,0.019647801,0.088746441,17.2971179,10.32234255,430.6477694,0.739050204,7.434783113,Intermediate,60.90794916,0.946785355,0.868494752,36.75865512,9.75040742,30049.74898,0.078564261,0.847836334,0.198420402,Wind,Evening,0.032493367,43,0.135770949,0.673638286,2.722975713,0.947745866,94.28085029,2,0.555964015,3,79.56252885,0.331652338,0.049091799,515.4545835,147.9858336,10.71011267,8.542150317,Urban,High,0.947909592,2.359584282,46.94244685,0.000426462,12.25367879,170,Simple,5,18.43017253,1343.363917,0.080771864,Cardboard,4.12011181,1.201829469,Low,21.93494425,52,81.60892692,0.570725528,1.877361087,735.9071749,137.8842544,Partial,6.367132516,0.221435993,16.50391684,High,Suspension,125.3957109,Moderate,2.852583718,3.207443166,367.6815375,Low,1103.828587
Steel,0.934029441,11.25703169,82.50905918,30.91651697,62.20100403,Lathe_A,Setting_3,0.14003573,None,Minor,0.474052338,0.922634187,1.802085016,10.13469145,0.582797836,0.059119538,1.420972785,Advanced,0.126967224,3.834355041,0.017514517,0.602963663,23.54139785,7.214560053,157.180608,0.123333626,5.74470792,Beginner,61.27230512,0.883058187,0.898998186,49.24680393,28.35164448,42537.03467,0.316228517,7.529281919,0.16425435,Wind,Day,0.026305418,37,0.264647716,0.889416182,1.560600903,0.969513336,61.87528162,1,0.406439787,2,61.0751239,0.845862576,0.063788458,821.4945163,61.18248542,5.675750489,0.185846687,Rural,Medium,0.765830582,3.523704823,30.80943659,0.865536275,47.0604721,257,Moderate,8,9.010346152,4471.84282,0.029150607,None,3.217458631,1.359765136,Low,26.71714569,48,7.496133897,0.888184204,0.748855114,847.5278895,317.2626891,No,9.598659758,0.024902718,13.12401867,Low,Suspension,177.8686503,Moderate,2.178385036,1.468989809,345.9087817,High,770.1464368
Plastic,0.724095861,14.319283,105.5371004,30.11910624,54.50087779,Milling_A,Setting_1,0.006974846,ISO_14001,Major,0.53945873,0.879239889,0.618041984,5.677989973,0.509155732,0.042302976,0.222927956,Advanced,0.338458529,0.689478257,0.023394631,0.622018267,19.75314629,16.3575299,496.5165711,0.381038249,7.206093214,Intermediate,86.89551837,0.935090978,0.594553454,39.154075,41.82242158,37672.458,0.822825165,4.214837585,0.020602855,Grid Electricity,Evening,0.02123182,6,0.185590225,0.695892406,5.333379208,0.929452823,96.25194722,1,0.080735241,4,12.44402774,0.546872503,0.076426901,608.7114386,105.0143212,9.269095292,0.878752431,Urban,High,0.455828895,5.98045109,48.56656584,0.521330656,27.5474502,70,Complex,4,2.146883029,1084.347468,0.032786485,Metal,0.564602508,3.758337214,Medium,24.19472317,53,23.28918274,0.375905442,4.912722107,524.3296438,277.5002747,Yes,7.456099761,0.176567271,13.2414382,Moderate,Electrical,59.5451152,Basic,1.847203942,1.940688094,451.8092752,None,1006.316183
Composite,0.886741365,4.295023793,84.13124686,30.57243873,68.04226239,CNC_1,Setting_2,0.139376891,ISO_9001,Major,0.67698636,0.899190503,1.422383083,10.26723328,0.574389313,0.075614023,2.125411762,None,0.504061023,1.048997025,0.026007854,1.66899577,43.14375097,9.067058939,365.3775603,0.108302834,1.316748808,Expert,13.51511653,0.917457767,0.786870771,13.54882625,44.0509362,21357.47081,0.201202464,4.737520776,0.076832288,Solar,Day,0.015347969,47,0.182289315,0.783815695,23.21046405,0.902467151,83.74737466,3,0.811029805,0,62.7104025,0.835771881,0.04082682,263.6555711,187.4217569,3.342056796,2.143601508,Urban,High,0.409989032,6.74980063,26.5032137,0.369767535,12.05771103,63,Complex,19,7.726920179,3660.072575,0.017435256,None,3.48204855,1.476611934,Low,13.37427097,76,24.83177996,0.896574943,1.659020543,700.9941083,462.3658566,Partial,5.266642711,0.466384989,5.384837784,High,Suspension,179.51611,Advanced,1.772287269,4.692309894,465.6488613,None,864.46545
Steel,0.941658028,12.77978387,56.86452083,26.83323254,67.75040875,Lathe_A,Setting_2,0.003579568,None,Major,0.04080798,0.941023398,1.098838066,10.90656461,0.801160279,0.094702755,3.255629844,None,0.645655813,0.542029888,0.025495608,1.008119657,15.67512282,6.538348345,356.0244613,0.223316974,6.130900641,Expert,7.531043128,0.923104956,0.508302556,48.71594682,37.98205884,35378.58247,0.12333441,5.243496638,0.012880708,Solar,Night,0.07585494,40,0.027571575,0.803710275,9.489059303,0.906278294,54.91554956,1,1.387463304,4,94.12275594,0.425050565,0.033189109,826.5061136,49.84059802,10.11257343,7.610762337,Rural,Medium,0.454202536,9.694809514,13.43626384,0.371962559,31.90487936,301,Complex,9,5.308937864,3119.518254,0.031650799,None,3.748910699,3.829197283,High,20.52037161,14,76.73101593,0.673490879,4.354903691,639.215199,203.647891,No,1.073017152,0.039452086,6.180545904,Moderate,Chassis,160.4631247,None,2.439348825,3.336924617,534.842497,Moderate,735.2117115
